movieId,tmdbId,id,title,genres,original_language,popularity,overview,short_overview
136,123360,123360,From the Journals of Jean Seberg,['Documentary'],en,0.276401,"Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema, politics, American society and culture, and film theory to inform, entertain, and move the viewer. Seberg's many marriages, as well as her film roles, are discussed extensively. Her involvement with the Black Panther Movement and subsequent investigation by the FBI is covered. Notably, details of French New Wave cinema, Russian Expressionist (silent) films, and the careers of Jane Fonda, Vanessa Redgrave, and Clint Eastwood are also intensively examined. Much of the film is based on conjecture, but Rappaport encourages viewers to re-examine their ideas about women in film with this thought-provoking picture.","Creative biopic explores Jean Seberg's life, cinema, and culture."
138,39428,39428,The Neon Bible,['Drama'],en,0.370342,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality of memory while creating a heartfelt portrait of a boy's life in a rural 1940s Southern town.",Teenage boy reflects on life and aunt's emotional support.
141,11000,11000,The Birdcage,['Comedy'],en,6.49968,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.,Gay cabaret owner and drag queen disguise for son's fiancé parents.
144,16388,16388,The Brothers McMullen,"['Comedy', 'Drama', 'Romance']",en,2.039196,"Deals with the lives of the three Irish Catholic McMullen brothers from Long Island, New York, over three months, as they grapple with basic ideas and values — love, sex, marriage, religion and family — in the 1990s. Directed, written, produced by and starring Edward Burns.","Three Irish brothers explore love, values, and family in 1990s."
146,30765,30765,The Amazing Panda Adventure,"['Action', 'Adventure', 'Drama', 'Family']",en,2.375865,"Far from home in the lush bamboo forests of China, ten-year-old Ryan Tyler, with the help of a young girl, goes on a wonderful journey to rescue a baby panda taken by poachers.",Ryan and a girl rescue a baby panda from poachers.
147,10474,10474,The Basketball Diaries,"['Drama', 'Crime']",en,7.415144,Film adaptation of street tough Jim Carroll's epistle about his kaleidoscopic free fall into the harrowing world of drug addiction.,Jim Carroll's journey through drug addiction depicted in film adaptation.
148,22279,22279,An Awfully Big Adventure,"['Romance', 'Drama', 'Comedy']",en,0.922958,"An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.","Theatre company drama in Liverpool, 1947; based on Bainbridge's novel."
150,568,568,Apollo 13,['Drama'],en,18.761467,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",Apollo 13 faces technical troubles; astronauts and crew demonstrate heroism.
152,34996,34996,The Addiction,"['Drama', 'Horror']",en,3.137285,A vampiric doctoral student tries to follow the philosophy of a nocturnal comrade and control her thirst for blood.,Vampiric student battles bloodlust while following nocturnal comrade's philosophy.
153,414,414,Batman Forever,"['Action', 'Crime', 'Fantasy']",en,13.321354,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",Batman battles Two-Face and Riddler while mentoring Robin.
155,1873,1873,Beyond Rangoon,"['Drama', 'Thriller']",en,2.04189,"Patricia Arquette stars as American widow Laura Bowman, a young doctor who's unwittingly drawn into political turmoil while vacationing in Burma in the late 1980s, in this fictionalized drama based on actual events. Bowman initially left San Francisco with her sister (Frances McDormand) in an attempt to escape painful memories of her husband and son's violent deaths. But her fight to escape to Thailand could prove just as harrowing.",Laura Bowman faces political turmoil while vacationing in Burma.
156,5894,5894,Blue in the Face,['Comedy'],en,11.528147,"Auggie runs a small tobacco shop in Brooklyn, New York. The whole neighborhood comes to visit him to buy cigarettes and have some small talk. During the movie Lou Reed tries to explain why he has to have a cut on his health insurance bill if he keeps smoking and Madonna acts as a Singing Telegram.",Auggie’s Brooklyn shop attracts locals for cigarettes and conversation.
157,1775,1775,Canadian Bacon,"['Action', 'Comedy']",en,5.391556,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time. Canadian Bacon is actor John Candy’s last film.,"""Canadian Bacon: Moore's comedy on war, Candy's final film."""
158,8839,8839,Casper,"['Fantasy', 'Comedy', 'Family']",en,12.812539,"Furious that her late father only willed her his gloomy-looking mansion rather than his millions, Carrigan Crittenden is ready to burn the place to the ground when she discovers a map to a treasure hidden in the house. But when she enters the rickety mansion to seek her claim, she is frightened away by a wicked wave of ghosts. Determined to get her hands on this hidden fortune, she hires afterlife therapist Dr. James Harvey to exorcise the ghosts from the mansion. Harvey and his daughter Kat move in, and soon Kat meets Casper, the ghost of a young boy who's ""the friendliest ghost you know."" But not so friendly are Casper's uncles--Stretch, Fatso and Stinkie--who are determined to drive all ""fleshies"" away.",Carrigan seeks treasure; ghosts and Casper complicate her plans.
159,20649,20649,Clockers,"['Mystery', 'Crime', 'Drama']",en,4.558992,"Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself in as the killer. Det. Rocco Klein doesn't buy the story, however, and sets out to find the truth, and it seems that all the fingers point toward Strike &amp; Rodney.",Young drug pusher implicated in murder; detective seeks the truth.
160,10329,10329,Congo,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,7.260574,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",Eight explorers in Congo encounter killer apes and greed.
161,8963,8963,Crimson Tide,"['Action', 'Thriller', 'Drama']",en,8.657365,"On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.",Young officer stages mutiny to stop captain from launching missiles.
162,26564,26564,Crumb,['Documentary'],en,3.620388,"This movie chronicles the life and times of R. Crumb. Robert Crumb is the cartoonist/artist who drew Keep On Truckin', Fritz the Cat, and played a major pioneering role in the genesis of underground comix. Through interviews with his mother, two brothers, wife, and ex-girlfriends, as well as selections from his vast quantity of graphic art, we are treated to a darkly comic ride through one man's subconscious mind.","Film explores R. Crumb's life, art, and underground comix legacy."
